ingrediente,departamento,municipio,topografia,textura_de_suelo,epoca_recoleccion,altura_corte_cm,altura_planta_cm,edad_corte_d,proteina,ceniza,extracto_etereo,FDN,FDA,lignina,hemicelulosa,almidon,carbohidratos_noes,carbohidratos_solubles,digestibilidad_ms,energia_digestible,energia_metabolizable,energia_neta_manten,energia_neta_ganancia,energia_neta_lactancia
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Sesquilé,Ondulada,Franco arcilloso,Transición sequía a lluvia,27,51,112,21.16,11.6,2.55,48.96,27.96,5.27,21,7.67,12.4,4.73,67.58,2.84,2.28,1.41,0.83,1.4
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Sesquilé,Ondulada,Franco arcilloso,Transición sequía a lluvia,25,47,112,17.26,10.71,2.54,51.24,29.35,5.63,21.89,7.75,11.96,4.21,64.04,2.68,2.13,1.28,0.71,1.32
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Sesquilé,Ondulada,Franco arcilloso,Transición sequía a lluvia,28,53,112,18.56,10.98,2.52,47.89,26.89,5.55,21,7.4,11.98,4.58,65.85,2.74,2.21,1.34,0.77,1.36
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Sesquilé,Ondulada,Franco arcilloso,Transición sequía a lluvia,27,51,112,20.59,12.01,2.43,48.84,28.46,5.36,20.38,7.03,11.28,4.25,66.97,2.79,2.25,1.39,0.81,1.38
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Sesquilé,Ondulada,Franco arcilloso,Transición sequía a lluvia,29,55,112,17.61,11.36,2.49,49.3,28.3,5.34,21,6.97,12.79,5.81,64.65,2.7,2.16,1.3,0.73,1.33
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Sesquilé,Ondulada,Franco arcilloso,Transición sequía a lluvia,28,53,112,18.03,11.65,2.7,49.89,29.04,5.9,20.85,7.11,11.04,3.93,64.75,2.71,2.16,1.3,0.73,1.33
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Sesquilé,Ondulada,Franco arcilloso,Transición sequía a lluvia,24,45,112,18.57,11.82,2.69,49.86,28.87,5.63,20.99,6.52,10.14,3.62,65.23,2.72,2.18,1.32,0.75,1.34
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Sesquilé,Ondulada,Franco arcilloso,Transición sequía a lluvia,23,44,112,18.77,11.85,2.64,50.62,30.73,5.79,19.89,5.87,9.1,3.23,64.81,2.73,2.16,1.31,0.73,1.33
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Sesquilé,Ondulada,Franco arcilloso,Transición sequía a lluvia,19,38,112,20.37,11.22,2.62,47.01,26.61,5.24,20.4,8.46,12.89,4.44,67.38,2.82,2.27,1.4,0.82,1.39
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Sesquilé,Ondulada,Franco arcilloso,Transición sequía a lluvia,0,0,112,18.57,11.45,2.46,50.46,29.33,5.72,21.13,8.35,12.91,4.56,65.09,2.71,2.18,1.32,0.74,1.34
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Sesquilé,Ondulada,Franco arcilloso,Transición sequía a lluvia,21,40,112,20,11.64,2.65,48.79,28.51,5.48,20.28,7.14,10.4,3.26,66.49,2.81,2.23,1.37,0.79,1.37
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Sesquilé,Ondulada,Franco arcilloso,Transición sequía a lluvia,25,47,112,19.06,11.27,2.53,44.76,24.86,5.22,19.9,7.39,12.93,5.54,66.89,2.77,2.25,1.38,0.8,1.38
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Sesquilé,Ondulada,Franco arcilloso,Transición sequía a lluvia,24,45,112,19.54,11.83,2.58,47.36,26.65,5.21,20.71,8.09,13.73,5.63,66.7,2.77,2.24,1.38,0.8,1.38
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Sesquilé,Ondulada,Franco arcilloso,Transición sequía a lluvia,21,40,112,21.42,12.17,2.62,50.61,27.98,5.4,22.63,7.88,11.51,3.63,67.78,2.85,2.29,1.42,0.83,1.4
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Sesquilé,Ondulada,Franco arcilloso,Transición sequía a lluvia,22,42,112,20.43,11.86,2.48,49.3,28.38,5.3,20.92,7.54,11.44,3.9,66.87,2.81,2.25,1.38,0.8,1.38
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Sesquilé,Ondulada,Franco arcilloso,Transición sequía a lluvia,24,45,112,20.39,11.4,2.57,47.82,27.07,5.33,20.75,8.07,11.96,3.9,67.25,2.82,2.26,1.4,0.81,1.39
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Sesquilé,Ondulada,Franco arcilloso,Transición sequía a lluvia,26,49,112,19.54,11.61,2.73,48.68,27.73,5.42,20.95,7.86,11.55,3.69,66.37,2.78,2.23,1.36,0.79,1.37
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Sesquilé,Ondulada,Franco arcilloso,Transición sequía a lluvia,27,51,112,18.24,10.86,2.43,50.29,27.65,5.39,22.64,6.57,10.83,4.26,65.36,2.71,2.19,1.33,0.75,1.35
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,29,56,112,20.97,10.74,2.6,47.42,26.27,5.49,21.15,7.2,11.3,4.1,67.96,2.83,2.29,1.42,0.84,1.41
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,19,39,112,22.13,10.37,2.66,52.5,26.74,6,25.76,7.29,11.79,4.51,68.74,2.88,2.33,1.45,0.86,1.42
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,22,43,112,20.82,11.64,2.55,48.45,27.24,5.4,21.21,7.94,12.04,4.1,67.54,2.82,2.28,1.41,0.82,1.4
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,29,56,112,17.39,9.46,2.52,50.37,24.91,5.41,25.46,7.11,12.4,5.29,65.54,2.71,2.19,1.33,0.76,1.35
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,25,48,112,21.23,10.94,2.63,49.34,25.79,5.48,23.55,6.8,12.03,5.23,68.32,2.85,2.31,1.44,0.85,1.41
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,27,52,112,20.73,10.95,2.57,50.45,26.01,5.32,24.44,7.14,10.92,3.78,67.85,2.85,2.29,1.42,0.84,1.4
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,26,50,112,21.58,11.95,2.69,50.1,26.22,5.19,23.88,7.11,10.71,3.59,68.46,2.85,2.31,1.44,0.86,1.42
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,27,52,112,21.56,11.22,2.66,50.61,27.08,5.5,23.53,7.36,12.03,4.67,68.18,2.86,2.3,1.43,0.85,1.41
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,24,46,112,19.96,10.97,2.57,49.48,27.03,5.56,22.45,7.15,10.98,3.83,66.92,2.8,2.25,1.38,0.8,1.38
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,28,54,112,18.42,10.31,2.57,48.6,25.13,5.63,23.47,7.32,12.85,5.53,66.29,2.74,2.23,1.36,0.78,1.37
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,27,52,112,18.65,10.95,2.51,49.28,29,5.89,20.28,6.98,10.19,3.21,65.26,2.7,2.18,1.32,0.75,1.34
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,28,54,112,17.17,10.01,2.64,46.62,25.55,5.05,21.07,6.85,11.73,4.88,65.16,2.71,2.18,1.32,0.74,1.34
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,25,48,112,17.76,10.36,2.49,51.24,28.94,5.59,22.3,7.87,11.6,3.73,64.57,2.68,2.15,1.3,0.72,1.33
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,27,52,112,16.28,10.13,2.54,49.81,26.16,5.68,23.65,6.68,10.66,3.98,64.26,2.65,2.14,1.28,0.71,1.32
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,28,54,112,18.78,10.67,2.64,48.45,28.49,5.52,19.96,7.27,10.89,3.61,65.52,2.73,2.19,1.33,0.76,1.35
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,27,52,112,16.47,9.53,2.49,48.85,25.4,5.9,23.45,5.73,10.92,5.19,64.65,2.66,2.16,1.3,0.73,1.33
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,25,48,112,16.67,10.52,2.38,47.36,25.79,5.21,21.57,7.52,12.82,5.29,64.69,2.67,2.16,1.3,0.73,1.33
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,28,54,112,17.47,10.73,2.6,48.47,27.71,5.62,20.76,7.72,12.35,4.62,64.72,2.68,2.16,1.3,0.73,1.33
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,27,52,112,14.15,9.1,2.2,50.06,27.19,5.07,22.87,6.92,11.23,4.31,62.24,2.57,2.06,1.21,0.64,1.28
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,29,56,112,15.85,9.39,2.43,47.61,26.02,5.47,21.59,6.86,11.54,4.68,63.96,2.64,2.13,1.27,0.7,1.31
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,28,54,112,20.71,9.3,2.85,49.97,24.66,5.93,25.31,7.34,11.59,4.25,68.26,2.87,2.31,1.43,0.85,1.41
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,24,46,112,20.72,10.19,2.66,52.73,25.72,5.69,27.01,6.78,11.21,4.43,67.94,2.84,2.29,1.42,0.84,1.41
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,27,52,112,19.59,9.52,2.32,50.83,25.98,5.64,24.85,5.97,11.14,5.16,66.96,2.78,2.25,1.39,0.81,1.38
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,25,48,112,20.4,9.97,2.72,51.08,26.55,5.68,24.53,7.48,11.61,4.12,67.42,2.8,2.27,1.4,0.82,1.39
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,28,54,112,20.98,10.14,2.72,51.05,26.39,5.6,24.66,6.73,10.69,3.96,67.93,2.84,2.29,1.42,0.84,1.4
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,25,48,112,20.86,9.49,2.74,50.45,26.33,6.33,24.12,6.83,10.86,4.02,67.86,2.84,2.29,1.42,0.84,1.4
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,28,54,112,21.29,9.93,2.81,49.3,25.04,5.97,24.26,6.9,11.27,4.37,68.6,2.87,2.32,1.45,0.86,1.42
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,24,46,112,22.17,10.48,2.94,50.49,26.45,5.7,24.04,7.4,11.92,4.52,68.86,2.89,2.33,1.46,0.87,1.43
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,25,48,112,16.9,9.43,2.38,51.17,25.96,5.84,25.21,6.38,11.03,4.65,64.82,2.68,2.16,1.31,0.73,1.33
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Guatavita,Ondulada,Franco arcilloso,Transición sequía a lluvia,28,54,112,21.14,10.18,2.71,51.07,25.33,5.84,25.74,6.88,12.31,5.44,68.39,2.86,2.31,1.44,0.85,1.42
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,26,52,112,12.33,8.77,1.96,52.35,27.3,5.29,25.05,6.81,9.74,2.93,60.75,2.48,2,1.15,0.59,1.24
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,27,54,112,16.32,11.1,2.43,50.08,26.66,5.94,23.42,7.26,10.74,3.48,64.14,2.63,2.14,1.28,0.71,1.32
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,27,54,112,8.95,7.06,1.69,58.34,27.58,5.82,30.76,6.67,9.47,2.81,57.97,2.34,1.88,1.04,0.49,1.18
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,28,56,112,17.11,10.53,2.08,49.4,26.68,6.21,22.72,7.3,10.72,3.42,64.76,2.66,2.16,1.3,0.73,1.33
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,26,52,112,17.05,11,2.08,51.68,28.8,6.22,22.88,5.88,9.25,3.37,64.05,2.63,2.13,1.28,0.71,1.32
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,27,54,112,17.43,10.6,2.3,49.25,23.99,5.6,25.26,7.71,11.56,3.84,65.86,2.69,2.21,1.34,0.77,1.36
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,27,54,112,21.81,12.25,2.48,47.55,24.9,5.53,22.65,8.24,12.43,4.2,69.06,2.87,2.34,1.46,0.88,1.43
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,28,56,112,21.5,12.77,2.52,50.12,26.12,5.74,24,7.44,11.93,4.5,68.43,2.83,2.31,1.44,0.85,1.42
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,24,48,112,19.31,12.34,2.45,50.57,25.6,5.88,24.97,7.24,10.13,2.89,66.85,2.75,2.25,1.38,0.8,1.38
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,25,50,112,16.25,7.03,2.07,49.37,23.47,4.6,25.9,6.44,9.97,3.53,65.08,2.69,2.18,1.32,0.74,1.34
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,27,54,112,22.47,9.67,2.71,53.92,26.74,5.87,27.18,6.67,9.42,2.75,69.01,2.89,2.34,1.46,0.87,1.43
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,26,52,112,21.38,9.49,2.82,53.46,25.9,5.92,27.56,6.71,10.35,3.64,68.41,2.85,2.31,1.44,0.85,1.42
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,29,60,112,20.39,9.51,2.42,49.76,25,6.24,24.76,6.92,10.75,3.83,67.9,2.82,2.29,1.42,0.84,1.4
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,22,43,112,23.25,10.68,2.99,49.06,26.65,5.43,22.41,6.41,10.2,3.79,69.66,2.93,2.36,1.49,0.89,1.44
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,24,48,112,22.48,11,2.82,50.95,27.2,5.25,23.75,6.85,10.74,3.89,68.87,2.9,2.33,1.46,0.87,1.43
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,25,50,112,20.5,9.07,2.65,51.56,25.93,5.79,25.63,6.48,9.8,3.33,67.7,2.82,2.28,1.41,0.83,1.4
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,29,60,112,18.62,8.28,2.4,49.14,24.27,5.9,24.87,6.63,10.54,3.92,66.72,2.78,2.24,1.38,0.8,1.38
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,28,56,112,19.67,10.73,2.47,42.79,24.44,3.73,18.35,7.81,16.1,8.28,67.5,2.83,2.27,1.41,0.82,1.4
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,25,50,112,19.8,11.24,2.29,43.76,24.81,4.17,18.95,7.31,14.02,6.71,67.49,2.82,2.27,1.41,0.82,1.39
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,26,52,112,21.72,11.58,2.38,45.59,27.37,4.24,18.22,7.2,12.57,5.38,68.21,2.88,2.3,1.43,0.85,1.41
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,25,50,112,21.28,11.61,2.32,46.73,27.01,4.84,19.72,7.31,13.9,6.59,67.98,2.86,2.29,1.42,0.84,1.41
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,29,60,112,21.79,11.52,2.46,42.81,24.52,4.18,18.29,7.59,14.27,6.68,69.17,2.9,2.34,1.47,0.88,1.43
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,23,45,112,21.78,12.09,2.28,46.34,27.64,4.76,18.7,6.74,12.87,6.13,68.18,2.86,2.3,1.43,0.85,1.41
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,27,54,112,21.82,11.8,2.45,44.64,25.41,4.24,19.23,6.71,12.92,6.22,68.91,2.89,2.33,1.46,0.87,1.43
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,28,56,112,20.13,11.19,2.43,46.47,26.4,4.63,20.07,8.7,16.05,7.34,67.25,2.83,2.26,1.4,0.82,1.39
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,25,50,112,20.24,11.26,2.66,43.16,24.17,4.56,18.99,7.16,13.72,6.56,68.04,2.86,2.3,1.43,0.84,1.41
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,28,56,112,18.38,9.93,2.19,45.38,22.48,4.7,22.9,7.5,14.85,7.35,67.09,2.78,2.26,1.39,0.81,1.39
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,27,54,112,19.43,11.71,2.19,44.78,25.26,4.21,19.52,7.64,14.72,7.08,67.05,2.78,2.26,1.39,0.81,1.38
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,25,50,112,21.3,11.99,2.39,47.36,28.72,4.69,18.64,7.16,11.58,4.42,67.46,2.83,2.27,1.4,0.82,1.39
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,28,56,112,18.05,11.42,2.36,45.84,25.32,4.57,20.52,7.9,15.45,7.54,65.94,2.74,2.21,1.35,0.77,1.36
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,27,54,112,18.22,11.65,2.31,43.26,24.91,4.18,18.35,8.24,15.46,7.23,66.2,2.73,2.22,1.36,0.78,1.37
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,25,50,112,18.65,11.27,2.44,44.52,24.83,4.7,19.69,7.62,14.36,6.74,66.57,2.76,2.24,1.37,0.79,1.37
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,28,56,112,18.57,10.72,2.37,43.92,22.77,4.61,21.15,7.85,15.43,7.58,67.15,2.79,2.26,1.39,0.81,1.39
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,22,43,112,20.26,11.86,2.37,45.94,26.3,4.68,19.64,7.42,13.66,6.23,67.39,2.81,2.27,1.4,0.82,1.39
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,28,56,112,20.44,11.97,2.39,44.96,26.01,4.57,18.95,7.54,13.93,6.39,67.62,2.83,2.28,1.41,0.83,1.4
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,25,50,112,18.25,10.24,2.4,44.92,23.42,4.8,21.5,7.64,14.47,6.83,66.69,2.77,2.24,1.38,0.8,1.38
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,29,60,112,19.36,11.47,2.46,46.6,26.45,4.62,20.15,8.07,13.91,5.84,66.62,2.78,2.24,1.37,0.79,1.38
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,25,50,112,19.91,11.46,2.56,46.06,25.09,4.9,20.97,7.33,12.25,4.92,67.49,2.82,2.27,1.41,0.82,1.39
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,22,43,112,21.34,11.14,2.46,45.19,24.71,4.78,20.48,7.73,13.41,5.69,68.75,2.89,2.33,1.45,0.86,1.42
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,26,52,112,20.98,11.23,2.47,45.41,25.48,4.69,19.93,8.2,12.96,4.77,68.22,2.87,2.3,1.43,0.85,1.41
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,27,54,112,21.31,11.55,2.31,48.1,26.83,4.92,21.27,7.65,12.95,5.31,68.06,2.85,2.3,1.43,0.84,1.41
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,29,60,112,20.5,11.28,2.44,45.63,24.98,4.69,20.65,7.68,12.96,5.28,67.99,2.86,2.29,1.42,0.84,1.41
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,24,48,112,19.42,10.24,2.31,46.87,22.73,4.84,24.14,8.18,15.74,7.56,67.84,2.83,2.29,1.42,0.83,1.4
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,27,54,112,23.15,11.51,2.62,47.64,24.71,4.86,22.93,7.06,12.7,5.64,70.19,2.96,2.38,1.5,0.91,1.46
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,26,52,112,21.51,11.24,2.33,48.34,25.94,5.31,22.4,7.02,11.46,4.44,68.5,2.88,2.32,1.44,0.86,1.42
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Chocontá,Ondulada,Franco arcilloso,Transición sequía a lluvia,29,60,112,20.09,11.28,2.41,46.13,25.2,4.98,20.93,7.62,13.86,6.24,67.6,2.83,2.28,1.41,0.83,1.4
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Carmen de Carupa,Ondulada,Franco arcilloso,Transición sequía a lluvia,27,45,112,21.28,12.61,2.15,46.57,27.09,4.76,19.48,6.85,12.08,5.23,67.95,2.82,2.29,1.42,0.84,1.41
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Carmen de Carupa,Ondulada,Franco arcilloso,Transición sequía a lluvia,23,40,112,18.95,11.86,2.28,42.59,20.43,4.82,22.16,7.78,14.97,7.19,68.19,2.78,2.3,1.43,0.85,1.41
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Carmen de Carupa,Ondulada,Franco arcilloso,Transición sequía a lluvia,23,40,112,19.06,12.73,2.13,49.71,27.44,5.15,22.27,7.11,12.13,5.03,66.07,2.71,2.22,1.35,0.78,1.36
"Ryegrass perenne - Lolium perenne - Hoja, Tallo",Cundinamarca,Carmen de Carupa,Ondulada,Franco arcilloso,Transición sequía a lluvia,29,47,112,19.69,11.85,2.01,51.14,27.76,5.43,23.38,6.61,9.84,3.23,66.48,2.73,2.23,1.37,0.79,1.37
